xh	xm	sfz	lxdh	nj	bj	bzr	zy	xy	xx	cjsj
16044329	曾某某	111111	18270234361	2016	160443	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16044330	曾某某	111111	18270234361	2016	160443	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16044331	祝某某	111111	18270234361	2016	160443	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16044334	杨某某	111111	18270234361	2016	160443	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16044336	周某某	111111	18270234361	2018	180443	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045101	冯某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045103	刘某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045104	刘某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045105	杨某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045107	俞某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045108	陈某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045109	陈某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045110	陈某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045111	丁某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045112	黄某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045113	金某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045114	李某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045115	罗某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045116	邱某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045117	邱某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045118	田某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045119	吴某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045120	谢某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045121	徐某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045122	严某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045123	姚某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045124	袁某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045125	张某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045126	周某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045127	朱某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045128	丰某某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045129	代某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045130	邵某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045131	周某	111111	18270234361	2016	160451	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045201	韦某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045202	陈某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045203	陆某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045204	罗某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045205	张某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045206	刘某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045207	陈某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045208	陈某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045209	戴某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045210	郭某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045211	胡某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045212	赖某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045213	罗某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045214	谭某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045215	万某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045216	王某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045217	伍某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045218	夏某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045219	夏某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045220	严某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045221	张某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045222	张某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045223	张某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045224	周某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045225	邹某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045226	邹某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045227	单某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045229	胡某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16045230	江某某	111111	18270234361	2016	160452	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046101	陈某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046102	黄某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046103	廖某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046104	高某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046105	蒙某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046106	张某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046107	谢某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046108	谢某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046109	屠某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046110	陈某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046111	邓某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046112	丁某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046114	郭某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046115	胡某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046116	李某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046117	李某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046118	李某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046119	柳某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046120	罗某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046121	潘某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046122	汤某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046123	王某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046124	文某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046125	颜某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046126	杨某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046128	余某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046129	袁某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046130	曾某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046131	张某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046132	张某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046133	赵某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046134	钟某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046135	左某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046136	王某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046137	尹某某	111111	18270234361	2016	160461	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046201	李某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046202	王某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046203	左某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046204	朱某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046205	袁某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046206	王某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046207	练某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046208	朱某	111111	18270234361	2018	180462	70116	大数据科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046209	戴某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046210	邓某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046211	丁某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046212	胡某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046213	胡某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046214	胡某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046215	黄某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046216	江某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046217	凌某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046218	刘某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046219	罗某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046220	潘某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046221	饶某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046222	万某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046223	王某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046224	吴某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046225	肖某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046226	熊某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046227	杨某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046228	于某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046229	余某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046230	袁某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046231	袁某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046232	曾某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046233	朱某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046234	朱某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046235	杜某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046236	郭某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16046237	郑某某	111111	18270234361	2016	160462	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047101	黄某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047102	王某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047103	黄某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047104	马某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047105	吕某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047106	白某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047107	李某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047108	郭某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047109	朱某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047110	陈某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047111	陈某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047112	程某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047113	甘某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047114	何某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047115	胡某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047116	刘某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047117	刘某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047118	罗某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047119	毛某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047120	聂某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047121	彭某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047122	彭某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047123	邵某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047124	万某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047125	王某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047126	吴某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047127	吴某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047128	肖某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047129	徐某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047130	严某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047132	郑某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047133	朱某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047134	王某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16047136	童某某	111111	18270234361	2016	160471	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048101	熊某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048102	陈某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048103	周某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048104	欧某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048105	白某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048106	惠某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048107	田某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048108	艾某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048109	陈铭某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048111	李某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048112	李某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048113	李某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048114	刘某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048115	万某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048116	王某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048117	危某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048118	魏某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048119	吴某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048120	夏某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048121	徐某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048122	徐某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048123	易某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048124	游某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048125	余某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048126	曾某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048127	张某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048128	章某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048129	张某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048130	冯某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048131	刘某某	111111	18270234361	2016	160481	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048201	胡某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048202	廖某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048203	聂某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048204	李某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048205	黄某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048206	邓某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048207	罗某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048208	陈某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048209	邓某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048210	董某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048211	傅某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048212	江某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048213	李某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048214	廖某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048215	刘某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048216	刘某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048217	彭某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048218	夏某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048219	夏某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048220	夏某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048221	肖某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048222	徐某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048223	徐某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048224	于某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048225	曾某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048226	占某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048228	郑某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048229	张某某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048230	刘某	111111	18270234361	2016	160482	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048301	邓某	111111	18270234361	2016	160483	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048302	万某某	111111	18270234361	2016	160483	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
16048303	易某	111111	18270234361	2016	160483	70064	物联网信息科学	信息工程学院	中国某某大学	7/2/2020 10:21:21
